borough,buildingClassCategory,address,zipcode,residentialUnits,landSqft,yearBuilt,salePrice,employed,unemployed,incomeAbove100k,incomeBelow100k
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,7210 10TH AVENUE,11228,1,"1,742",1925,850000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,1433 ALBANY AVENUE,11203,2,"1,742",1930,687000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,1417 ALBANY,11203,2,"1,742",1930,705000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,8935 15TH AVENUE,11228,2,"1,740",1960,1100000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,338 BAY 10TH STREET,11228,2,"1,740",1950,990000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,236 SENATOR STREET,11220,2,"1,740",1925,1200000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,6723 7TH AVENUE,11220,2,"1,740",1940,1500000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,409 UNION STREET,11231,3,"1,740",1899,2925000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,100 ALBANY AVENUE,11213,2,"1,740",1910,1400000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,688 VAN SICLEN AVENUE,11207,2,"1,740",1975,735000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,972 ALBANY AVENUE,11203,1,"1,740",1925,621000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,47 EAST 53RD STREET,11203,2,"1,740",1940,560000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,130 BAY 40TH STREET,11214,2,"1,740",1965,948000,1149461,48699,188640,1067440
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,46 LUDWIG LANE,10303,1,"1,740",2000,485000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,52 LUDWIG LANE,10303,1,"1,740",2000,472000,213734,8585,55180,173430
Queens County,02 TWO FAMILY DWELLINGS,89-14 88TH STREET,11421,2,"1,739",1915,650000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,89-14 88TH STREET,11421,2,"1,739",1915,546000,1099996,39401,166650,1015040
Bronx County,01 ONE FAMILY DWELLINGS,1294 GIVAN AVENUE,10469,1,"1,739",1955,474000,565642,32035,44610,621050
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,536 TARGEE STREET,10304,1,"1,736",2004,375000,213734,8585,55180,173430
Queens County,02 TWO FAMILY DWELLINGS,25-33 21 STREET,11102,2,"1,735",1910,1630000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,57-46 75 STREET,11379,1,"1,735",1925,567500,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,88-17 ELDERT LANE,11421,1,"1,734",1920,685000,1099996,39401,166650,1015040
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,866 EAST NEW YORK AVENUE,11203,2,"1,734",1929,870000,1149461,48699,188640,1067440
Bronx County,03 THREE FAMILY DWELLINGS,2475 TRATMAN AVENUE,10461,3,"1,734",2004,780000,565642,32035,44610,621050
Queens County,02 TWO FAMILY DWELLINGS,67-41 COOPER AVENUE,11385,2,"1,733",1910,645000,1099996,39401,166650,1015040
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,213 MAC DONOUGH STREET,11233,3,"1,733",1910,2250000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,601 DECATUR STREET,11233,3,"1,733",1899,1240000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,5410 AVENUE M,11234,1,"1,733",1920,625000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,1469 EAST 22ND STREET,11210,1,"1,732",1935,1350000,1149461,48699,188640,1067440
Queens County,02 TWO FAMILY DWELLINGS,104-30 ALSTYNE AVENUE,11368,2,"1,731",2000,1245000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,111-15 76TH AVENUE,11375,1,"1,730",1930,1270000,1099996,39401,166650,1015040
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,1074 NOSTRAND AVENUE,11225,2,"1,730",1925,1300000,1149461,48699,188640,1067440
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,72 REDWOOD LOOP,10309,1,"1,730",1987,450000,213734,8585,55180,173430
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,856 BUSHWICK AVENUE,11221,3,"1,728",1899,2150000,1149461,48699,188640,1067440
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,283 CROMWELL AVENUE,10305,1,"1,728",1991,499990,213734,8585,55180,173430
Bronx County,01 ONE FAMILY DWELLINGS,767 WILCOX AVENUE,10465,1,"1,728",1955,585000,565642,32035,44610,621050
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,144 RUTLEDGE STREET,11211,2,"1,727",1899,1185722,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,2752 HARWAY AVENUE,11214,1,"1,726",1930,750000,1149461,48699,188640,1067440
Queens County,01 ONE FAMILY DWELLINGS,168 BEACH 24TH STREET,11691,1,"1,725",1930,265000,1099996,39401,166650,1015040
Queens County,03 THREE FAMILY DWELLINGS,30-19 LEWMAY ROAD,11691,3,"1,725",2006,410000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,80-52 164TH STREET,11432,2,"1,725",1950,650000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,53-18 69TH STREET,11378,1,"1,725",1940,708013,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,5318 69TH STREET,11378,1,"1,725",1940,622125,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,218-26 HEMPSTEAD AVENUE,11429,1,"1,725",1930,1500000,1099996,39401,166650,1015040
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,460 KOSCIUSZKO STREET,11221,3,"1,725",1899,1300000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,744 HALSEY STREET,11233,3,"1,725",1899,810000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,1538 EAST 16TH STREET,11230,2,"1,725",1935,400000,1149461,48699,188640,1067440
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,28 CANNON AVENUE,10314,1,"1,725",1988,415000,213734,8585,55180,173430
Bronx County,01 ONE FAMILY DWELLINGS,3146 KINGSBRIDGE TERRACE,10463,1,"1,725",1899,618000,565642,32035,44610,621050
Bronx County,02 TWO FAMILY DWELLINGS,2709 KINGSBRIDGE TERRACE,10463,2,"1,725",1910,700000,565642,32035,44610,621050
Bronx County,02 TWO FAMILY DWELLINGS,281 WEST 234 STREET,10463,2,"1,725",1965,903398,565642,32035,44610,621050
Bronx County,02 TWO FAMILY DWELLINGS,107 DOLPHIN COURT,10473,2,"1,725",2014,825000,565642,32035,44610,621050
Bronx County,01 ONE FAMILY DWELLINGS,289 HUNTINGTON AVENUE,10465,1,"1,725",1960,446160,565642,32035,44610,621050
Queens County,01 ONE FAMILY DWELLINGS,10959 173RD ST,11433,1,"1,724",1965,325000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,77-08 45TH AVENUE,11373,2,"1,723",2016,916425,1099996,39401,166650,1015040
Bronx County,01 ONE FAMILY DWELLINGS,3043 EDSON AVENUE,10469,1,"1,723",1955,565000,565642,32035,44610,621050
Bronx County,01 ONE FAMILY DWELLINGS,3043 EDSON AVENUE,10469,1,"1,723",1955,200000,565642,32035,44610,621050
Bronx County,03 THREE FAMILY DWELLINGS,1244 REV JAMES POLITE AVE,10459,3,"1,723",2003,830000,565642,32035,44610,621050
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,3641 CANAL AVENUE,11224,1,"1,722",1970,370000,1149461,48699,188640,1067440
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,22 THISTLE COURT,10304,1,"1,722",1998,460000,213734,8585,55180,173430
Queens County,01 ONE FAMILY DWELLINGS,80-01 WOODHAVEN BOULEVARD,11385,1,"1,720",1920,739999,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,89-13 107 AVE,11417,1,"1,720",1930,610000,1099996,39401,166650,1015040
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,239 68TH STREET,11220,3,"1,720",1925,1271000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,48 DOWNING STREET,11238,1,"1,720",1900,4185000,1149461,48699,188640,1067440
Queens County,03 THREE FAMILY DWELLINGS,232 BEACH 32ND STREET,11691,3,"1,718",2004,610000,1099996,39401,166650,1015040
Bronx County,01 ONE FAMILY DWELLINGS,855 MORRIS PARK AVE,10462,1,"1,718",1930,435000,565642,32035,44610,621050
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,32 MONROE STREET,11238,3,"1,717",1899,1800000,1149461,48699,188640,1067440
manhattan,01 ONE FAMILY DWELLINGS,22 JANE STREET,10014,1,1716,1910,3450000,#N/A,#N/A,#N/A,#N/A
manhattan,02 TWO FAMILY DWELLINGS,165 EAST 107 STREET,10029,2,1716,2018,2952925,#N/A,#N/A,#N/A,#N/A
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,9319 SCHENCK STREET,11236,1,"1,715",1960,620000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,1579 BERGEN STREET,11213,2,"1,715",1920,975000,1149461,48699,188640,1067440
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,39 SUSAN COURT,10304,1,"1,715",1998,315000,213734,8585,55180,173430
Queens County,02 TWO FAMILY DWELLINGS,32-17 UTOPIA PARKWAY,11358,2,"1,713",1950,970000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,67-49 198TH STREET,11365,1,"1,713",1945,838500,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,67-21 198TH STREET,11365,1,"1,713",1945,723000,1099996,39401,166650,1015040
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,2317 BEDFORD AVENUE,11226,3,"1,713",2006,820000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,512 40TH STREET,11232,2,"1,713",1920,1165000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,460 HEGEMAN AVENUE,11207,1,"1,712",2000,485000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,462 HEGEMAN AVENUE,11207,1,"1,712",2000,380000,1149461,48699,188640,1067440
Bronx County,03 THREE FAMILY DWELLINGS,800 FREEMAN STREET,10459,3,"1,712",2005,710000,565642,32035,44610,621050
manhattan,01 ONE FAMILY DWELLINGS,128 WEST 95TH STREET,10025,1,1711,1900,6500000,#N/A,#N/A,#N/A,#N/A
Queens County,01 ONE FAMILY DWELLINGS,23-15 96TH STREET,11369,1,"1,710",1940,700000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,29-27 163RD STREET,11358,1,"1,710",1940,609000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,32-21 163RD STREET,11358,1,"1,710",1950,825000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,144-38 69TH AVENUE,11367,1,"1,710",1940,730000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,144-48 69TH AVENUE,11367,1,"1,710",1940,704275,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,69-30 174 STREET,11365,1,"1,710",1950,839000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,75-03 167TH STREET,11366,1,"1,710",1945,765000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,105-37 62ND DRIVE,11375,1,"1,710",1945,200000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,172-26 JAMAICA AVE,11432,2,"1,710",1931,775000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,63-52 PLEASANTVIEW STREET,11379,1,"1,710",1950,620000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,133-02 114 STREET,11420,1,"1,710",1920,682500,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,138-09 109TH AVENUE,11435,1,"1,710",1920,510000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,160-06 BAISLEY BLVD,11434,1,"1,710",1950,505000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,47-16 39TH STREET,11104,2,"1,710",1930,1250000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,9221 92ND ST,11421,2,"1,710",1920,450000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,31-26 55TH STREET,11377,1,"1,710",1945,675000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,31-36 55TH STREET,11377,1,"1,710",1945,775000,1099996,39401,166650,1015040
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,7819 17TH AVENUE,11214,2,"1,710",1931,1420000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,159 SCHENECTADY AVENUE,11213,2,"1,710",1899,620000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,710 CLEVELAND STREET,11208,3,"1,710",1901,550000,1149461,48699,188640,1067440
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,25 MCCORMICK PLACE,10305,1,"1,710",1986,461500,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,23 MC CORMICK PLACE,10305,1,"1,710",1986,445000,213734,8585,55180,173430
Bronx County,01 ONE FAMILY DWELLINGS,1110 EAST 214TH STREET,10469,1,"1,710",1945,482000,565642,32035,44610,621050
Bronx County,01 ONE FAMILY DWELLINGS,1135 EAST 214TH STREET,10469,1,"1,710",1945,470000,565642,32035,44610,621050
Bronx County,01 ONE FAMILY DWELLINGS,1113 EAST 214 STREET,10469,1,"1,710",1945,339964,565642,32035,44610,621050
Bronx County,01 ONE FAMILY DWELLINGS,3320 TIEMANN AVENUE,10469,1,"1,710",1950,440000,565642,32035,44610,621050
Bronx County,01 ONE FAMILY DWELLINGS,3320 TIEMANN AVENUE,10469,1,"1,710",1950,375180,565642,32035,44610,621050
Bronx County,01 ONE FAMILY DWELLINGS,3354 TIEMANN AVENUE,10469,1,"1,710",1950,515000,565642,32035,44610,621050
Bronx County,01 ONE FAMILY DWELLINGS,3005 WICKHAM AVENUE,10469,1,"1,710",1950,400000,565642,32035,44610,621050
Bronx County,01 ONE FAMILY DWELLINGS,4032 ELY,10466,1,"1,710",1940,535600,565642,32035,44610,621050
Bronx County,01 ONE FAMILY DWELLINGS,4042 ELY AVENUE,10466,1,"1,710",1940,390000,565642,32035,44610,621050
Bronx County,01 ONE FAMILY DWELLINGS,4056 ELY AVENUE,10466,1,"1,710",1940,480000,565642,32035,44610,621050
Bronx County,01 ONE FAMILY DWELLINGS,4072 ELY AVENUE,10466,1,"1,710",1940,247173,565642,32035,44610,621050
Bronx County,02 TWO FAMILY DWELLINGS,1486 NEEDHAM AVENUE,10469,2,"1,710",1955,565000,565642,32035,44610,621050
Bronx County,02 TWO FAMILY DWELLINGS,3207 MICKLE AVENUE,10469,2,"1,710",1955,549000,565642,32035,44610,621050
Bronx County,02 TWO FAMILY DWELLINGS,3956 DE REIMER,10466,2,"1,710",1962,442611,565642,32035,44610,621050
Bronx County,01 ONE FAMILY DWELLINGS,1182 FAIRFAX AVENUE,10465,1,"1,710",1950,430000,565642,32035,44610,621050
Bronx County,02 TWO FAMILY DWELLINGS,3266 WATERBURY AVE,10465,2,"1,710",1965,170000,565642,32035,44610,621050
Bronx County,02 TWO FAMILY DWELLINGS,1553 BOGART,10462,2,"1,710",1956,507150,565642,32035,44610,621050
Bronx County,01 ONE FAMILY DWELLINGS,1286 EDISON AVENUE,10461,1,"1,710",1950,499000,565642,32035,44610,621050
Bronx County,02 TWO FAMILY DWELLINGS,1370 EDWARDS AVE,10461,2,"1,710",1940,580000,565642,32035,44610,621050
Bronx County,01 ONE FAMILY DWELLINGS,2617 HARDING AVENUE,10465,1,"1,710",1965,492000,565642,32035,44610,621050
Bronx County,02 TWO FAMILY DWELLINGS,950 EAST 214 STREET,10469,2,"1,710",1950,494000,565642,32035,44610,621050
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,272 ETNA STREET,11208,2,"1,709",1910,580000,1149461,48699,188640,1067440
Queens County,01 ONE FAMILY DWELLINGS,30-10 48TH STREET,11103,1,"1,708",1905,1095000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,111-21 76TH AVE,11375,1,"1,708",1930,1400000,1099996,39401,166650,1015040
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,133 MILFORD STREET,11208,2,"1,708",1901,391000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,133 MILFORD STREET,11208,2,"1,708",1901,498000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,1147 BROOKLYN AVENUE,11203,2,"1,708",1920,250000,1149461,48699,188640,1067440
manhattan,01 ONE FAMILY DWELLINGS,36 EAST 64TH STREET,10065,1,1707,1905,9737500,#N/A,#N/A,#N/A,#N/A
Queens County,02 TWO FAMILY DWELLINGS,172-24 JAMAICA AVE,11432,2,"1,707",1931,775000,1099996,39401,166650,1015040
Bronx County,01 ONE FAMILY DWELLINGS,304 WEST 234TH ST,10463,1,"1,707",1940,719000,565642,32035,44610,621050
Bronx County,01 ONE FAMILY DWELLINGS,2802 BRUNER AVENUE,10469,1,"1,706",1965,490000,565642,32035,44610,621050
Bronx County,03 THREE FAMILY DWELLINGS,2295 CROTONA AVENUE,10458,3,"1,704",2000,725000,565642,32035,44610,621050
Bronx County,02 TWO FAMILY DWELLINGS,1918 HUNT AVENUE,10462,2,"1,704",1960,286000,565642,32035,44610,621050
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,210A 30TH STREET,11232,1,"1,703",1910,1050000,1149461,48699,188640,1067440
Bronx County,01 ONE FAMILY DWELLINGS,2666 BRIGGS AVENUE,10458,1,"1,703",1915,725461,565642,32035,44610,621050
Bronx County,02 TWO FAMILY DWELLINGS,1816 TRAFALGAR PLACE,10460,2,"1,703",2002,685000,565642,32035,44610,621050
Bronx County,01 ONE FAMILY DWELLINGS,1047 EAST 232 STREET,10466,1,"1,702",1935,293291,565642,32035,44610,621050
Queens County,03 THREE FAMILY DWELLINGS,73-12 30TH AVENUE,11370,3,"1,701",1970,999999,1099996,39401,166650,1015040
manhattan,02 TWO FAMILY DWELLINGS,50 HAMILTON TERRACE,10031,2,1700,1899,3800000,#N/A,#N/A,#N/A,#N/A
Queens County,01 ONE FAMILY DWELLINGS,25-58 CRESCENT STREET,11102,1,"1,700",1920,1225000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,5234 72ND STREET,11378,1,"1,700",1950,788000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,195-19 37TH AVENUE,11358,2,"1,700",1960,865000,1099996,39401,166650,1015040
Queens County,03 THREE FAMILY DWELLINGS,33-39 PARSONS BLVD,11354,3,"1,700",1955,1360000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,141-24A 70TH ROAD,11367,1,"1,700",1940,660000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,166-20 JEWEL AVENUE,11365,1,"1,700",1945,760000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,67-48 198TH STREET,11365,1,"1,700",1950,735000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,69-24 66TH DRIVE,11379,1,"1,700",1960,300000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,95-20 76TH STREET,11416,2,"1,700",1920,320000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,17-43 GROVE STREET,11385,2,"1,700",1910,1050000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,131-17 115TH AVENUE,11420,2,"1,700",1935,1429741,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,179-47 EVELETH ROAD,11434,1,"1,700",1950,415000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,93-34 91ST AVENUE,11421,1,"1,700",1925,580000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,40-40 69TH STREET,11377,1,"1,700",1910,535500,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,40-40 69TH STREET,11377,1,"1,700",1910,914322,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,40-34 69TH STREET,11377,2,"1,700",1920,482500,1099996,39401,166650,1015040
Queens County,03 THREE FAMILY DWELLINGS,41-10 69TH STREET,11377,3,"1,700",2016,1300000,1099996,39401,166650,1015040
Queens County,03 THREE FAMILY DWELLINGS,41-12 69TH STREET,11377,3,"1,700",2016,1527375,1099996,39401,166650,1015040
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,8841 18TH AVENUE,11214,2,"1,700",1950,1090000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,516 68TH STREET,11220,1,"1,700",1905,1185000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,539 LEXINGTON AVENUE,11221,1,"1,700",1899,620000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,79 MADISON STREET,11216,2,"1,700",1899,2525000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,1680 81ST STREET,11214,2,"1,700",1935,1100000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,455 WARREN STREET,11217,2,"1,700",1915,499900,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,510 WASHINGTON AVENUE,11238,2,"1,700",1899,2190000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,271 COLUMBIA STREET,11231,2,"1,700",1931,2000000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,113 LINCOLN AVENUE,11208,1,"1,700",1910,648140,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,113 LINCOLN AVENUE,11208,1,"1,700",1910,385000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,1040 OVINGTON AVENUE,11219,2,"1,700",1930,1020000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,592 ESSEX STREET,11208,1,"1,700",1990,455800,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,537 SNEDIKER,11207,2,"1,700",2004,665000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,3215 BEVERLY ROAD,11226,2,"1,700",1910,650000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,29 RUTLAND ROAD,11225,1,"1,700",1930,2050000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,4 PARKSIDE COURT,11226,2,"1,700",1910,1675000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,455 ROGERS AVENUE,11225,2,"1,700",1910,2209000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,7 CYRUS,11229,1,"1,700",1925,525000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,16 KAY COURT,11229,1,"1,700",1925,465000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,1756 WEST 9TH STREET,11223,1,"1,700",1910,900000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,1740 WEST 9TH STREET,11223,2,"1,700",1910,830000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,1783 WEST 9TH STREET,11223,2,"1,700",1910,838000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,3412 AVENUE T,11234,1,"1,700",1940,735000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,1120 EAST 13TH STREET,11230,1,"1,700",1930,789000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,1476 BROADWAY,11221,2,"1,700",1920,1400000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,260 15TH STREET,11215,2,"1,700",1899,2490050,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,33 WINDSOR PLACE,11215,2,"1,700",1901,1750000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,9 WINDSOR PLACE,11215,2,"1,700",1901,1990000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,2741 EAST 21ST STREET,11235,1,"1,700",1920,375000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,26 MASPETH AVENUE,11211,2,"1,700",1920,1332500,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,225 WINDSOR PLACE,11215,1,"1,700",1920,2600000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,43 FULLER PLACE,11215,1,"1,700",1915,2100000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,97 SHERMAN STREET,11218,1,"1,700",1915,2250000,1149461,48699,188640,1067440
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,41 LAGUNA LANE,10303,1,"1,700",2000,375000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,39 LAGUNA LANE,10303,1,"1,700",2000,375000,213734,8585,55180,173430
Richmond County (Staten Island),02 TWO FAMILY DWELLINGS,17 CARROLL PLACE,10301,2,"1,700",1860,559000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,99 CEDAR GROVE COURT,10306,1,"1,700",1982,500000,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,102 DONLEY AVENUE,10305,1,"1,700",2019,692410,213734,8585,55180,173430
Richmond County (Staten Island),01 ONE FAMILY DWELLINGS,104 DONLEY AVE,10305,1,"1,700",2019,687319,213734,8585,55180,173430
Bronx County,01 ONE FAMILY DWELLINGS,3202 PEARSALL AVENUE,10469,1,"1,700",1950,399000,565642,32035,44610,621050
Bronx County,01 ONE FAMILY DWELLINGS,3214 PEARSALL AVENUE,10469,1,"1,700",1950,380000,565642,32035,44610,621050
Bronx County,01 ONE FAMILY DWELLINGS,1711A COLDEN AVENUE,10462,1,"1,700",1950,420000,565642,32035,44610,621050
